"id"	"geneNum"	"description"	"BaiduTrans"	"gene"
"195258"	"40"	"RHO GTPase Effectors"	"RHO GTPase效应器"	"YBL002W,YBL003C,YBL105C,YBR009C,YBR010W,YBR097W,YBR109C,YBR200W,YBR234C,YDL029W,YDR096W,YDR224C,YDR225W,YER169W,YFL039C,YGL106W,YHL007C,YHR023W,YIL062C,YIL118W,YJR017C,YJR065C,YKL013C,YKL049C,YKR055W,YLR229C,YLR240W,YLR370C,YMR036C,YNL030W,YNL031C,YNL090W,YNL298W,YNR035C,YOL012C,YOL100W,YOL113W,YPL242C,YPR165W,YPR188C"
"195721"	"11"	"Signaling by WNT"	"WNT信令"	"YBR109C,YER020W,YHR012W,YJL053W,YJL154C,YKL190W,YLR433C,YML057W,YOR357C,YOR360C,YPR054W"
"196025"	"7"	"Formation of annular gap junctions"	"环形间隙连接的形成"	"YFL039C,YGL206C,YGR167W,YKR001C,YLL001W,YOL062C,YOR211C"
"196071"	"5"	"Metabolism of steroid hormones"	"类固醇激素代谢"	"YDL114W,YGL001C,YIL049W,YLR426W,YPL033C"
"196741"	"1"	"Cobalamin (Cbl, vitamin B12) transport and metabolism"	"钴胺素（Cbl，维生素B12）转运和代谢"	"YDR135C"
"196757"	"12"	"Metabolism of folate and pterines"	"叶酸和蝶呤的代谢"	"YBR084W,YBR263W,YER073W,YER183C,YGL125W,YGR204W,YIL134W,YJL163C,YLR058C,YOR241W,YOR374W,YPL061W"
"196780"	"3"	"Biotin transport and metabolism"	"生物素转运与代谢"	"YDL141W,YGL062W,YNR016C"
"196783"	"4"	"Coenzyme A biosynthesis"	"辅酶A生物合成"	"YGR277C,YHR002W,YIL083C,YKL088W"
"196807"	"9"	"Nicotinate metabolism"	"烟酸代谢"	"YFR047C,YGL067W,YGR010W,YHR074W,YJR049C,YKL151C,YLR328W,YNL129W,YNL200C"
"196819"	"2"	"Vitamin B1 (thiamin) metabolism"	"维生素B1（硫胺素）代谢"	"YGR096W,YOR143C"
"196836"	"4"	"Vitamin C (ascorbate) metabolism"	"维生素C（抗坏血酸）代谢"	"YBR241C,YGL104C,YIL043C,YNL111C"
"196843"	"4"	"Vitamin B2 (riboflavin) metabolism"	"维生素B2（核黄素）代谢"	"YCR026C,YDL045C,YDR236C,YEL016C"
"196849"	"43"	"Metabolism of water-soluble vitamins and cofactors"	"水溶性维生素和辅助因子的代谢"	"YBR035C,YBR084W,YBR241C,YBR263W,YCL017C,YCR026C,YDL045C,YDL141W,YDR135C,YDR236C,YEL016C,YEL029C,YER073W,YER183C,YFR047C,YGL062W,YGL067W,YGL104C,YGL125W,YGR010W,YGR096W,YGR204W,YGR277C,YHR002W,YHR074W,YHR111W,YIL043C,YIL083C,YIL134W,YJL163C,YJR049C,YKL088W,YKL151C,YLR058C,YLR328W,YNL111C,YNL129W,YNL200C,YNR016C,YOR143C,YOR241W,YOR374W,YPL061W"
"196854"	"54"	"Metabolism of vitamins and cofactors"	"维生素和辅助因子的代谢"	"YBR003W,YBR035C,YBR084W,YBR109C,YBR241C,YBR263W,YCL017C,YCR026C,YDL045C,YDL066W,YDL141W,YDR135C,YDR236C,YEL016C,YEL029C,YER073W,YER183C,YFR047C,YGL062W,YGL067W,YGL104C,YGL125W,YGR010W,YGR096W,YGR204W,YGR267C,YGR277C,YHR002W,YHR042W,YHR074W,YHR111W,YHR205W,YIL043C,YIL083C,YIL134W,YJL163C,YJR049C,YKL088W,YKL126W,YKL151C,YLR058C,YLR328W,YMR186W,YNL111C,YNL129W,YNL200C,YNR016C,YNR041C,YOL096C,YOR143C,YOR241W,YOR374W,YPL061W,YPL240C"
"197264"	"3"	"Nicotinamide salvaging"	"烟酰胺打捞"	"YGL067W,YKL151C,YNL200C"
"198203"	"1"	"PI3K/AKT activation"	"PI3K/AKT激活"	"YPR165W"
"198323"	"4"	"AKT phosphorylates targets in the cytosol"	"AKT磷酸化胞浆中的靶标"	"YHR205W,YKL126W,YMR233W,YOR295W"
"198693"	"3"	"AKT phosphorylates targets in the nucleus"	"AKT磷酸化细胞核中的靶点"	"YBR028C,YHR205W,YKL126W"
"198725"	"11"	"Nuclear Events (kinase and transcription factor activation)"	"核事件（激酶和转录因子激活）"	"YBL016W,YBR028C,YGR040W,YHR030C,YHR205W,YIL113W,YKL126W,YLR113W,YMR043W,YNL053W,YPR054W"
"198753"	"8"	"ERK/MAPK targets"	"ERK/MAPK目标"	"YBL016W,YBR028C,YGR040W,YHR030C,YIL113W,YLR113W,YNL053W,YPR054W"
"198765"	"1"	"Signalling to ERK5"	"向ERK5发送信号"	"YPR054W"
"199220"	"4"	"Vitamin B5 (pantothenate) metabolism"	"维生素B5（泛酸）代谢"	"YGR277C,YHR002W,YIL083C,YKL088W"
"199418"	"2"	"Negative regulation of the PI3K/AKT network"	"PI3K/AKT网络的负调控"	"YDR208W,YNL128W"
"199977"	"59"	"ER to Golgi Anterograde Transport"	"内质网到高尔基体顺行运输"	"YAL007C,YAR002C-A,YBL040C,YBL050W,YBR080C,YBR254C,YDL018C,YDL058W,YDL137W,YDL145C,YDL192W,YDL195W,YDL226C,YDR189W,YDR238C,YDR246W,YDR407C,YDR472W,YDR517W,YEL022W,YER122C,YFL027C,YFL038C,YFR051C,YGL002W,YGL137W,YGL200C,YHL031C,YHR098C,YHR110W,YIL004C,YIL076W,YIL109C,YJR031C,YKL006C-A,YKL196C,YKR068C,YLR026C,YLR078C,YLR208W,YLR268W,YML012W,YML077W,YMR218C,YNL049C,YNL204C,YNL287W,YNR026C,YOR016C,YOR022C,YOR036W,YOR106W,YOR115C,YPL010W,YPL085W,YPL204W,YPL218W,YPR095C,YPR181C"
"199991"	"152"	"Membrane Trafficking"	"膜运输"	"YAL007C,YAL014C,YAL030W,YAR002C-A,YBL037W,YBL040C,YBL047C,YBL050W,YBL078C,YBR059C,YBR080C,YBR131W,YBR164C,YBR254C,YCL008C,YCR030C,YDL018C,YDL058W,YDL137W,YDL145C,YDL161W,YDL192W,YDL195W,YDL226C,YDL234C,YDR137W,YDR139C,YDR153C,YDR189W,YDR208W,YDR238C,YDR246W,YDR407C,YDR468C,YDR472W,YDR481C,YDR486C,YDR498C,YDR517W,YEL022W,YER122C,YER136W,YFL005W,YFL027C,YFL038C,YFL039C,YFL047W,YFR051C,YGL002W,YGL098W,YGL124C,YGL137W,YGL145W,YGL200C,YGL206C,YGR009C,YGR167W,YGR241C,YGR284C,YHL019C,YHL031C,YHR098C,YHR110W,YHR161C,YIL004C,YIL076W,YIL095W,YIL109C,YIL148W,YIR006C,YJL004C,YJR005W,YJR031C,YJR058C,YJR102C,YJR125C,YJR134C,YKL002W,YKL006C-A,YKL041W,YKL135C,YKL196C,YKL209C,YKR001C,YKR068C,YKR094C,YKR103W,YLL001W,YLL038C,YLR025W,YLR026C,YLR039C,YLR078C,YLR093C,YLR119W,YLR167W,YLR170C,YLR181C,YLR206W,YLR208W,YLR262C,YLR268W,YLR417W,YML001W,YML012W,YML077W,YMR006C,YMR008C,YMR017W,YMR032W,YMR077C,YMR183C,YMR197C,YMR218C,YMR276W,YNL012W,YNL020C,YNL049C,YNL084C,YNL204C,YNL258C,YNL272C,YNL287W,YNR026C,YOL011W,YOL018C,YOL062C,YOR016C,YOR022C,YOR036W,YOR075W,YOR106W,YOR115C,YOR211C,YOR216C,YOR298W,YOR327C,YOR370C,YPL002C,YPL010W,YPL051W,YPL065W,YPL085W,YPL204W,YPL218W,YPL232W,YPL249C,YPL259C,YPR029C,YPR095C,YPR173C,YPR181C"
"199992"	"18"	"trans-Golgi Network Vesicle Budding"	"跨高尔基体网络囊泡出芽"	"YAL030W,YDL137W,YDL192W,YEL022W,YGL206C,YGR009C,YGR167W,YJR031C,YKL135C,YLR093C,YLR170C,YMR017W,YMR183C,YOR327C,YPL232W,YPL259C,YPR029C,YPR095C"
"200425"	"9"	"Carnitine metabolism"	"肉碱代谢"	"YDR422C,YDR477W,YER027C,YGL115W,YGL208W,YHR146W,YNL173C,YNR016C,YOR100C"
"202040"	"1"	"G-protein activation"	"G蛋白活化"	"YER020W"
"202131"	"8"	"Metabolism of nitric oxide: NOS3 activation and regulation"	"一氧化氮的代谢：NOS3的激活和调节"	"YBR109C,YHR042W,YHR205W,YKL126W,YLR118C,YLR246W,YMR186W,YPL240C"
"202403"	"3"	"TCR signaling"	"TCR信号"	"YBL105C,YNL128W,YOL100W"
"202424"	"3"	"Downstream TCR signaling"	"下游TCR信号"	"YBL105C,YNL128W,YOL100W"
"2025928"	"1"	"Calcineurin activates NFAT"	"钙调神经磷酸酶激活NFAT"	"YNL135C"
"202670"	"6"	"ERKs are inactivated"	"ERK未激活"	"YBL016W,YGR040W,YHR030C,YIL113W,YNL053W,YPR054W"
"2029480"	"14"	"Fcgamma receptor (FCGR) dependent phagocytosis"	"FCGR依赖性吞噬作用"	"YBL105C,YBR234C,YDL029W,YDR284C,YDR503C,YFL039C,YHL007C,YIL062C,YJR065C,YKL013C,YKR031C,YLR229C,YLR370C,YNR035C"
"2029482"	"10"	"Regulation of actin dynamics for phagocytic cup formation"	"肌动蛋白动力学对吞噬杯形成的调节"	"YBR234C,YDL029W,YFL039C,YHL007C,YIL062C,YJR065C,YKL013C,YLR229C,YLR370C,YNR035C"
"2029485"	"4"	"Role of phospholipids in phagocytosis"	"磷脂在吞噬作用中的作用"	"YBL105C,YDR284C,YDR503C,YKR031C"
"203615"	"8"	"eNOS activation"	"eNOS激活"	"YBR109C,YHR042W,YHR205W,YKL126W,YLR118C,YLR246W,YMR186W,YPL240C"
"204005"	"33"	"COPII-mediated vesicle transport"	"COPII介导的囊泡转运"	"YBL050W,YBR080C,YBR254C,YDL058W,YDL195W,YDR189W,YDR246W,YDR407C,YDR472W,YDR517W,YFL027C,YFL038C,YHR098C,YIL004C,YIL109C,YKL196C,YKR068C,YLR026C,YLR078C,YLR208W,YLR268W,YML077W,YMR218C,YNL049C,YNR026C,YOR022C,YOR036W,YOR106W,YOR115C,YPL085W,YPL204W,YPL218W,YPR181C"
"2046104"	"4"	"alpha-linolenic (omega3) and linoleic (omega6) acid metabolism"	"α-亚麻酸（ω3）和亚油酸（ω6）酸代谢"	"YIL160C,YJR019C,YKR009C,YPL147W"
"2046105"	"1"	"Linoleic acid (LA) metabolism"	"亚油酸（LA）代谢"	"YPL147W"
"2046106"	"4"	"alpha-linolenic acid (ALA) metabolism"	"α-亚麻酸（ALA）代谢"	"YIL160C,YJR019C,YKR009C,YPL147W"
"204626"	"4"	"Hypusine synthesis from eIF5A-lysine"	"从eIF5A赖氨酸合成羟脯氨酸"	"YEL034W,YHR068W,YJR047C,YJR070C"
"204998"	"1"	"Cell death signalling via NRAGE, NRIF and NADE"	"通过NRAGE、NRIF和NADE发出细胞死亡信号"	"YPR054W"
"209776"	"1"	"Metabolism of amine-derived hormones"	"胺源性激素的代谢"	"YDR071C"
"209931"	"1"	"Serotonin and melatonin biosynthesis"	"5-羟色胺和褪黑素生物合成"	"YDR071C"
"210455"	"1"	"Astrocytic Glutamate-Glutamine Uptake And Metabolism"	"星形胶质细胞谷氨酸-谷氨酰胺摄取和代谢"	"YPR035W"
"211859"	"24"	"Biological oxidations"	"生物氧化"	"YAL054C,YDL168W,YDR140W,YDR502C,YER043C,YER073W,YER163C,YFR044C,YGR263C,YHR007C,YJL068C,YKL001C,YKL035W,YKL215C,YLR153C,YLR180W,YLR189C,YLR299W,YMR110C,YNR046W,YOL049W,YOR374W,YPL061W,YPR003C"
"211897"	"1"	"Cytochrome P450 - arranged by substrate type"	"细胞色素P450-按底物类型排列"	"YHR007C"
"211945"	"9"	"Phase I - Functionalization of compounds"	"第一阶段-化合物的功能化"	"YAL054C,YDL168W,YER073W,YGR263C,YHR007C,YLR153C,YMR110C,YOR374W,YPL061W"
"211976"	"1"	"Endogenous sterols"	"内源性甾醇"	"YHR007C"
"212165"	"12"	"Epigenetic regulation of gene expression"	"基因表达的表观遗传调控"	"YBL002W,YBL003C,YBR009C,YBR010W,YDL042C,YDR083W,YDR224C,YDR225W,YKL049C,YNL030W,YNL031C,YOL012C"
"212436"	"89"	"Generic Transcription Pathway"	"基因转录途径"	"YAL040C,YBL088C,YBR154C,YBR160W,YBR196C,YBR270C,YDL101C,YDL108W,YDL140C,YDL159W,YDR079C-A,YDR185C,YDR208W,YDR311W,YDR404C,YDR460W,YER093C,YER171W,YGL043W,YGL070C,YGL207W,YGR005C,YGR063C,YGR108W,YGR109C,YGR186W,YHR090C,YHR143W-A,YHR205W,YIL021W,YIL035C,YIL143C,YIL148W,YJL005W,YJL006C,YJL031C,YJL058C,YJL128C,YJL140W,YJR017C,YJR082C,YKL005C,YKL053C-A,YKL126W,YKL139W,YKL203C,YKR094C,YLR005W,YLR167W,YLR168C,YLR193C,YLR226W,YML010W,YML028W,YML069W,YMR001C,YMR036C,YMR199W,YMR233W,YMR277W,YNL006W,YNL097C,YNL230C,YNL241C,YOL005C,YOL078W,YOL100W,YOR039W,YOR061W,YOR064C,YOR151C,YOR210W,YOR224C,YOR231W,YOR244W,YOR295W,YOR370C,YPL046C,YPL091W,YPL122C,YPL140C,YPL256C,YPR025C,YPR031W,YPR056W,YPR119W,YPR120C,YPR176C,YPR187W"
"2132295"	"1"	"MHC class II antigen presentation"	"MHC II类抗原提呈"	"YPL154C"
"2142691"	"3"	"Synthesis of Leukotrienes (LT) and Eoxins (EX)"	"白三烯（LT）和Eoxins（EX）的合成"	"YDR135C,YLR299W,YNL045W"
"2142753"	"9"	"Arachidonic acid metabolism"	"花生四烯酸代谢"	"YDR135C,YKL117W,YLR299W,YMR006C,YMR008C,YNL012W,YNL045W,YOL011W,YOR245C"
"2142789"	"3"	"Ubiquinol biosynthesis"	"泛醌生物合成"	"YBR003W,YNR041C,YOL096C"
"2161522"	"1"	"Abacavir ADME"	"阿巴卡韦ADME"	"YDL168W"
"2161541"	"1"	"Abacavir metabolism"	"阿巴卡韦代谢"	"YDL168W"
"2162123"	"1"	"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)"	"前列腺素（PG）和血栓素（TX）的合成"	"YKL117W"
"2179392"	"1"	"EGFR Transactivation by Gastrin"	"胃泌素对EGFR的反式激活"	"YBL105C"
"2187335"	"3"	"The retinoid cycle in cones (daylight vision)"	"视锥中的维甲酸循环（日光视觉）"	"YDL114W,YLR426W,YPL033C"
"2187338"	"9"	"Visual phototransduction"	"视觉光转导"	"YBL091C,YDL114W,YDR373W,YER020W,YLR195C,YLR244C,YLR426W,YOR360C,YPL033C"
"2262752"	"89"	"Cellular responses to stress"	"细胞对应激的反应"	"YAL005C,YBL002W,YBL003C,YBL008W,YBL016W,YBL052C,YBL075C,YBL088C,YBR009C,YBR010W,YBR112C,YBR118W,YBR127C,YBR215W,YCL005W-A,YCR027C,YDL042C,YDL079C,YDL126C,YDL159W,YDL185W,YDR135C,YDR224C,YDR225W,YDR256C,YEL009C,YEL027W,YEL039C,YEL051W,YER025W,YER103W,YGL073W,YGR020C,YGR040W,YGR163W,YHR008C,YHR026W,YHR030C,YHR039C-A,YHR079C,YHR186C,YHR206W,YJL057C,YJL115W,YJL128C,YJL163C,YJR007W,YJR048W,YJR104C,YJR140C,YKL049C,YKL073W,YKL080W,YKL117W,YKL171W,YKL203C,YKR084C,YLL024C,YLR113W,YLR362W,YLR447C,YML121W,YMR038C,YMR054W,YMR139W,YMR186W,YMR224C,YNL006W,YNL007C,YNL021W,YNL030W,YNL031C,YNL064C,YNL077W,YNL250W,YNL307C,YOL012C,YOR027W,YOR076C,YOR231W,YOR270C,YOR332W,YPL091W,YPL140C,YPL237W,YPL240C,YPR036W,YPR054W,YPR080W"
"2299718"	"10"	"Condensation of Prophase Chromosomes"	"前期染色体凝聚"	"YBL002W,YBL003C,YBR009C,YBR010W,YDR224C,YDR225W,YKL049C,YNL030W,YNL031C,YOL012C"
"2393930"	"1"	"Phosphate bond hydrolysis by NUDT proteins"	"NUDT蛋白水解磷酸键的研究"	"YBR111C"
"2395516"	"2"	"Electron transport from NADPH to Ferredoxin"	"NADPH与铁氧还蛋白的电子传递"	"YDR376W,YPL252C"
"2404192"	"3"	"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"	"1型胰岛素样生长因子1受体（IGF1R）的信号传导"	"YHR205W,YKL126W,YOL100W"
"2408508"	"2"	"Metabolism of ingested SeMet, Sec, MeSec into H2Se"	"摄入的SeMet、Sec、MeSec转化为H2Se的代谢"	"YDR502C,YLR180W"
"2408522"	"2"	"Selenoamino acid metabolism"	"亚硒酸代谢"	"YDR502C,YLR180W"
"2428924"	"3"	"IGF1R signaling cascade"	"IGF1R信号级联"	"YHR205W,YKL126W,YOL100W"
"2428928"	"3"	"IRS-related events triggered by IGF1R"	"IGF1R引发的IRS相关事件"	"YHR205W,YKL126W,YOL100W"
"2454202"	"12"	"Fc epsilon receptor (FCERI) signaling"	"Fcε受体（FCERI）信号转导"	"YBL105C,YBR109C,YDL159W,YEL009C,YJL128C,YKL190W,YLR433C,YML057W,YOL100W,YOR231W,YPL140C,YPR054W"
"2467813"	"1"	"Separation of Sister Chromatids"	"姐妹染色单体的分离"	"YGR098C"
"2468052"	"6"	"Establishment of Sister Chromatid Cohesion"	"姐妹染色单体内聚力的建立"	"YDL003W,YFL008W,YFR027W,YIL026C,YJL074C,YMR076C"
"2485179"	"2"	"Activation of the phototransduction cascade"	"光转导级联的激活"	"YER020W,YOR360C"
"2500257"	"6"	"Resolution of Sister Chromatid Cohesion"	"姐妹染色单体内聚性的解析"	"YDL003W,YFL008W,YIL026C,YJL074C,YMR001C,YMR076C"
"2514853"	"8"	"Condensation of Prometaphase Chromosomes"	"前中期染色体的凝聚"	"YBL097W,YDR325W,YFR031C,YIL035C,YLR086W,YLR272C,YOR039W,YOR061W"
"2514856"	"6"	"The phototransduction cascade"	"光转导级联"	"YBL091C,YDR373W,YER020W,YLR195C,YLR244C,YOR360C"
"2514859"	"5"	"Inactivation, recovery and regulation of the phototransduction cascade"	"光转导级联的失活、恢复和调节"	"YBL091C,YDR373W,YER020W,YLR195C,YLR244C"
"2555396"	"19"	"Mitotic Metaphase and Anaphase"	"有丝分裂中期和后期"	"YDL064W,YDR486C,YDR510W,YER047C,YFL037W,YGL097W,YGR098C,YKL002W,YKL041W,YLR025W,YLR293C,YLR347C,YML085C,YML124C,YMR077C,YMR235C,YNL265C,YNL280C,YPR173C"
"2559580"	"20"	"Oxidative Stress Induced Senescence"	"氧化应激诱导衰老"	"YBL002W,YBL003C,YBR009C,YBR010W,YBR112C,YDL159W,YDR224C,YDR225W,YEL009C,YJL128C,YKL049C,YKL171W,YLR113W,YLR362W,YNL030W,YNL031C,YOL012C,YOR231W,YPL140C,YPR054W"
"2559583"	"28"	"Cellular Senescence"	"细胞衰老"	"YBL002W,YBL003C,YBL008W,YBL052C,YBL088C,YBR009C,YBR010W,YBR112C,YBR215W,YDL159W,YDR224C,YDR225W,YEL009C,YJL115W,YJL128C,YJR140C,YKL049C,YKL171W,YLR113W,YLR362W,YMR224C,YNL030W,YNL031C,YNL250W,YOL012C,YOR231W,YPL140C,YPR054W"
"2559584"	"4"	"Formation of Senescence-Associated Heterochromatin Foci (SAHF)"	"衰老相关异染色质灶（SAHF）的形成"	"YBL008W,YBR215W,YJL115W,YJR140C"
"2559586"	"8"	"DNA Damage/Telomere Stress Induced Senescence"	"DNA损伤/端粒应激诱导衰老"	"YBL008W,YBL052C,YBL088C,YBR215W,YJL115W,YJR140C,YMR224C,YNL250W"
"2565942"	"1"	"Regulation of PLK1 Activity at G2/M Transition"	"G2/M转换时PLK1活性的调节"	"YMR001C"
"264642"	"1"	"Acetylcholine Neurotransmitter Release Cycle"	"乙酰胆碱神经递质释放周期"	"YML042W"
"264876"	"9"	"Insulin processing"	"胰岛素加工"	"YBR102C,YDR166C,YDR205W,YER008C,YGL233W,YIL068C,YJL085W,YLR166C,YPR055W"
"2672351"	"3"	"Stimuli-sensing channels"	"刺激感应通道"	"YBR086C,YJR040W,YOR087W"
"2730905"	"1"	"Role of LAT2/NTAL/LAB on calcium mobilization"	"LAT2/NTAL/LAB在钙动员中的作用"	"YOL100W"
"2871796"	"6"	"FCERI mediated MAPK activation"	"FCERI介导的MAPK激活"	"YDL159W,YEL009C,YJL128C,YOR231W,YPL140C,YPR054W"
"2871809"	"4"	"FCERI mediated Ca+2 mobilization"	"FCERI介导的Ca+2动员"	"YBR109C,YKL190W,YLR433C,YML057W"
"2871837"	"1"	"FCERI mediated NF-kB activation"	"FCERI介导的NF-kB激活"	"YBL105C"
"2980736"	"9"	"Peptide hormone metabolism"	"肽类激素代谢"	"YBR102C,YDR166C,YDR205W,YER008C,YGL233W,YIL068C,YJL085W,YLR166C,YPR055W"
"2980766"	"2"	"Nuclear Envelope Breakdown"	"核膜破裂"	"YBL105C,YMR165C"
"2990846"	"60"	"SUMOylation"	"蛋白质修饰"	"YBL079W,YBL103C,YBR009C,YBR088C,YCR065W,YDL003W,YDL064W,YDL088C,YDL105W,YDL116W,YDR002W,YDR217C,YDR288W,YDR314C,YDR390C,YDR409W,YDR510W,YEL019C,YER107C,YFL008W,YFL049W,YFR002W,YGL100W,YGR119C,YHR090C,YIL026C,YIL131C,YJL039C,YJL061W,YJL074C,YJL141C,YJR042W,YKL057C,YKR082W,YKR095W,YLR007W,YLR208W,YLR383W,YML031W,YML032C,YML103C,YMR047C,YMR233W,YMR235C,YNL021W,YNL030W,YNL088W,YNL097C,YNL112W,YOL006C,YOL034W,YOR064C,YOR098C,YOR156C,YOR295W,YOR310C,YPL020C,YPL190C,YPR068C,YPR180W"
"2995383"	"2"	"Initiation of Nuclear Envelope (NE) Reformation"	"启动核膜（NE）改造"	"YLR347C,YNL280C"
"2995410"	"18"	"Nuclear Envelope (NE) Reassembly"	"核膜（NE）重新组装"	"YDL064W,YDR486C,YDR510W,YER047C,YFL037W,YGL097W,YKL002W,YKL041W,YLR025W,YLR293C,YLR347C,YML085C,YML124C,YMR077C,YMR235C,YNL265C,YNL280C,YPR173C"
"3065676"	"3"	"SUMO is conjugated to E1 (UBA2:SAE1)"	"相扑与E1结合（UBA2:SAE1）"	"YDR390C,YDR510W,YPR180W"
"3065678"	"4"	"SUMO is transferred from E1 to E2 (UBE2I, UBC9)"	"相扑从E1转到E2（UBE2I，UBC9）"	"YDL064W,YDR390C,YDR510W,YPR180W"
"3065679"	"2"	"SUMO is proteolytically processed"	"相扑是经过蛋白质水解处理的"	"YDR510W,YPL020C"
"3108214"	"14"	"SUMOylation of DNA damage response and repair proteins"	"DNA损伤反应和修复蛋白的苏甲酰化"	"YDL003W,YDL064W,YDL105W,YDR288W,YDR314C,YDR510W,YEL019C,YFL008W,YIL026C,YJL074C,YLR007W,YLR383W,YML032C,YOL034W"
"3108232"	"57"	"SUMO E3 ligases SUMOylate target proteins"	"SUMO E3连接酶SUMOylate靶蛋白"	"YBL079W,YBL103C,YBR009C,YBR088C,YCR065W,YDL003W,YDL064W,YDL088C,YDL105W,YDL116W,YDR002W,YDR217C,YDR288W,YDR314C,YDR409W,YDR510W,YEL019C,YER107C,YFL008W,YFL049W,YFR002W,YGL100W,YGR119C,YHR090C,YIL026C,YIL131C,YJL039C,YJL061W,YJL074C,YJL141C,YJR042W,YKL057C,YKR082W,YKR095W,YLR007W,YLR208W,YLR383W,YML031W,YML032C,YML103C,YMR047C,YMR233W,YMR235C,YNL021W,YNL030W,YNL088W,YNL097C,YNL112W,YOL006C,YOL034W,YOR064C,YOR098C,YOR156C,YOR295W,YOR310C,YPL190C,YPR068C"
"3214815"	"22"	"HDACs deacetylate histones"	"HDACs脱乙酰组蛋白"	"YAL013W,YBL002W,YBL003C,YBR009C,YBR103W,YBR195C,YCR033W,YDR224C,YDR225W,YEL056W,YGL194C,YIL084C,YKL049C,YML127W,YMR263W,YNL021W,YNL030W,YOR229W,YOR230W,YPL016W,YPL139C,YPR068C"
"3214841"	"13"	"PKMTs methylate histone lysines"	"PKMTs甲基化组蛋白赖氨酸"	"YAR003W,YBR030W,YBR175W,YDR216W,YDR257C,YDR440W,YHR119W,YHR207C,YJL168C,YKL049C,YKR029C,YLR015W,YPL165C"
"3214842"	"7"	"HDMs demethylate histones"	"HDMs脱甲基组蛋白"	"YBR112C,YDR096W,YER169W,YJR119C,YKL049C,YMR020W,YMR176W"
"3214847"	"20"	"HATs acetylate histones"	"乙酰化组蛋白"	"YBL002W,YBR009C,YBR195C,YDR224C,YEL056W,YER045C,YHR090C,YIL036W,YJR082C,YKL049C,YNL030W,YNL097C,YNL167C,YOR064C,YOR229W,YOR230W,YOR244W,YPL001W,YPL139C,YPR031W"
"3214858"	"33"	"RMTs methylate histone arginines"	"甲基化组蛋白精氨酸"	"YAL040C,YBL003C,YBR009C,YBR034C,YBR133C,YBR160W,YBR175W,YBR195C,YCR052W,YDR225W,YEL056W,YFR037C,YGR108W,YGR109C,YIL126W,YJL081C,YJL176C,YKL049C,YKL161C,YLR321C,YLR357W,YMR033W,YMR199W,YNL030W,YNR023W,YOR229W,YOR230W,YOR290C,YPL139C,YPL256C,YPR034W,YPR119W,YPR120C"
"3215018"	"5"	"Processing and activation of SUMO"	"相扑的加工与活化"	"YDL064W,YDR390C,YDR510W,YPL020C,YPR180W"
"3232118"	"8"	"SUMOylation of transcription factors"	"转录因子的磺酰化"	"YBL103C,YCR065W,YDL064W,YDR217C,YDR409W,YDR510W,YIL131C,YOR156C"
"3232142"	"25"	"SUMOylation of ubiquitinylation proteins"	"泛素化蛋白的SUMO化"	"YBL079W,YDL064W,YDL088C,YDL116W,YDR002W,YDR409W,YDR510W,YER107C,YFR002W,YGL100W,YGR119C,YJL039C,YJL061W,YJR042W,YKL057C,YKR082W,YKR095W,YLR208W,YML031W,YML103C,YMR047C,YMR233W,YOR098C,YOR156C,YOR295W"
"3238698"	"4"	"WNT ligand biogenesis and trafficking"	"WNT配体的生物发生和贩运"	"YHR012W,YJL053W,YJL154C,YOR357C"
"3247509"	"72"	"Chromatin modifying enzymes"	"染色质修饰酶"	"YAL013W,YAL040C,YAR003W,YBL002W,YBL003C,YBR009C,YBR030W,YBR034C,YBR103W,YBR112C,YBR133C,YBR160W,YBR175W,YBR195C,YCR033W,YCR052W,YDR096W,YDR216W,YDR224C,YDR225W,YDR257C,YDR440W,YEL056W,YER045C,YER169W,YFR037C,YGL194C,YGR108W,YGR109C,YHR090C,YHR119W,YHR207C,YIL036W,YIL084C,YIL126W,YJL081C,YJL168C,YJL176C,YJR082C,YJR119C,YKL049C,YKL161C,YKR029C,YLR015W,YLR321C,YLR357W,YML127W,YMR020W,YMR033W,YMR176W,YMR199W,YMR263W,YNL021W,YNL030W,YNL097C,YNL167C,YNR023W,YOR064C,YOR229W,YOR230W,YOR244W,YOR290C,YPL001W,YPL016W,YPL139C,YPL165C,YPL256C,YPR031W,YPR034W,YPR068C,YPR119W,YPR120C"
"3295583"	"1"	"TRP channels"	"瞬时受体电位通道"	"YOR087W"
"3299685"	"7"	"Detoxification of Reactive Oxygen Species"	"活性氧解毒"	"YDR256C,YEL039C,YHR008C,YJR048W,YJR104C,YMR038C,YPL091W"
"3322077"	"14"	"Glycogen synthesis"	"糖原合成"	"YEL011W,YER054C,YFR015C,YIL045W,YJL137C,YJL146W,YKL035W,YKL127W,YKR058W,YLR258W,YLR273C,YMR278W,YOR178C,YOR320C"
"3371453"	"16"	"Regulation of HSF1-mediated heat shock response"	"HSF1介导的热休克反应调控"	"YAL005C,YBL016W,YBL075C,YDL042C,YDL079C,YER103W,YGL073W,YGR040W,YHR030C,YHR206W,YKL073W,YKL171W,YLL024C,YMR139W,YNL007C,YNL307C"
