"id"	"geneNum"	"description"	"BaiduTrans"	"definition"	"gene"
"GO:0003896"	"3"	"DNA primase activity"	"引发酶"	"Catalysis of the synthesis of a short RNA primer on a DNA template, providing a free 3'-OH that can be extended by DNA-directed DNA polymerases."	"YFL036W,YIR008C,YKL045W"
"GO:0003899"	"18"	"DNA-directed 5'-3' RNA polymerase activity"	"DNA导向的5'-3'RNA聚合酶活性"	"Catalysis of the reaction: nucleoside triphosphate + RNA(n) = diphosphate + RNA(n+1). Utilizes a DNA template, i.e. the catalysis of DNA-template-directed extension of the 3'-end of an RNA strand by one nucleotide at a time. Can initiate a chain 'de novo'."	"YBR154C,YDL140C,YDR045C,YFL036W,YGL070C,YHR143W-A,YJR063W,YKL144C,YNL113W,YOL005C,YOR116C,YOR151C,YOR207C,YOR210W,YOR341W,YPR010C,YPR110C,YPR187W"
"GO:0003904"	"1"	"deoxyribodipyrimidine photo-lyase activity"	"脱氧核糖嘧啶光解酶活性"	"Catalysis of the reaction: cyclobutadipyrimidine (in DNA) = 2 pyrimidine residues (in DNA). This reaction represents the reactivation of irradiated DNA by light."	"YOR386W"
"GO:0003905"	"1"	"alkylbase DNA N-glycosylase activity"	"烷基碱基DNA N-糖苷酶活性"	"Catalysis of the reaction: DNA with alkylated base + H2O = DNA with abasic site + alkylated base. This reaction is the hydrolysis of DNA by cleavage of the N-C1' glycosidic bond between the target damaged DNA base and the deoxyribose sugar to remove an alkylated base, leaving an apyrimidinic or apurinic site."	"YER142C"
"GO:0003906"	"5"	"DNA-(apurinic or apyrimidinic site) endonuclease activity"	"DNA-（无嘌呤或无嘧啶位点）核酸内切酶活性"	"Catalysis of the cleavage of the C-O-P bond in the AP site created when DNA glycosylase removes a damaged base, involved in the DNA base excision repair pathway (BER)."	"YAL015C,YBL019W,YKL114C,YNL178W,YOL043C"
"GO:0003908"	"1"	"methylated-DNA-[protein]-cysteine S-methyltransferase activity"	"甲基化DNA-[蛋白质]-半胱氨酸S-甲基转移酶活性"	"Catalysis of the reaction: DNA (containing 6-O-methylguanine) + (protein)-L-cysteine = DNA (without 6-O-methylguanine) + protein S-methyl-L-cysteine."	"YDL200C"
"GO:0003909"	"2"	"DNA ligase activity"	"DNA连接酶活性"	"Catalysis of the formation of a phosphodiester bond between the 3'-hydroxyl group at the end of one DNA chain and the 5'-phosphate group at the end of another. This reaction requires an energy source such as ATP or NAD+."	"YDL164C,YOR005C"
"GO:0003910"	"2"	"DNA ligase (ATP) activity"	"DNA连接酶（ATP）活性"	"Catalysis of the reaction: ATP + deoxyribonucleotide(n) + deoxyribonucleotide(m) = AMP + diphosphate + deoxyribonucleotide(n+m)."	"YDL164C,YOR005C"
"GO:0003916"	"3"	"DNA topoisomerase activity"	"DNA拓扑异构酶活性"	"Catalysis of the transient cleavage and passage of individual DNA strands or double helices through one another, resulting a topological transformation in double-stranded DNA."	"YLR234W,YNL088W,YOL006C"
"GO:0003917"	"2"	"DNA topoisomerase type I (single strand cut, ATP-independent) activity"	"DNA拓扑异构酶I型（单链切割，不依赖ATP）活性"	"Catalysis of a DNA topological transformation by transiently cleaving one DNA strand at a time to allow passage of another strand; changes the linking number by +1 per catalytic cycle."	"YLR234W,YOL006C"
"GO:0003918"	"2"	"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity"	"DNA拓扑异构酶II型（双链切割，ATP水解）活性"	"Catalysis of a DNA topological transformation by transiently cleaving a pair of complementary DNA strands to form a gate through which a second double-stranded DNA segment is passed, after which the severed strands in the first DNA segment are rejoined, driven by ATP hydrolysis. The enzyme changes the linking number in multiples of 2."	"YHL022C,YNL088W"
"GO:0003919"	"1"	"FMN adenylyltransferase activity"	"FMN腺苷酸转移酶活性"	"Catalysis of the reaction: ATP + FMN = diphosphate + FAD."	"YDL045C"
"GO:0003921"	"1"	"GMP synthase activity"	"GMP合酶活性"	"Catalysis of the reaction: ATP + XMP + NH4(+) = AMP + diphosphate + GMP + 2H(+)."	"YMR217W"
"GO:0003922"	"2"	"GMP synthase (glutamine-hydrolyzing) activity"	"GMP合酶（谷氨酰胺水解）活性"	"Catalysis of the reaction: ATP + XMP + L-glutamine + H2O = AMP + diphosphate + GMP + L-glutamate + 2H(+)."	"YMR217W,YNL333W"
"GO:0003923"	"1"	"GPI-anchor transamidase activity"	"GPI锚定转氨酶活性"	"Catalysis of the formation of the linkage between a protein and a glycosylphosphatidylinositol anchor. The reaction probably occurs by subjecting a peptide bond to nucleophilic attack by the amino group of ethanolamine-GPI, transferring the protein from a signal peptide to the GPI anchor."	"YDR331W"
"GO:0003924"	"85"	"GTPase activity"	"GTP酶活性"	"Catalysis of the reaction: GTP + H2O = GDP + phosphate."	"YAL035W,YAL036C,YAL048C,YBR118W,YBR164C,YBR179C,YBR264C,YCR002C,YCR027C,YDL060W,YDL137W,YDL192W,YDL225W,YDR172W,YDR218C,YDR292C,YDR385W,YER006W,YER020W,YER025W,YER031C,YFL005W,YFL037W,YFL038C,YGL099W,YGL210W,YGR059W,YGR152C,YGR163W,YGR173W,YHR005C,YHR022C,YHR107C,YHR168W,YIL009C-A,YIL118W,YJL102W,YJL194W,YJR072C,YJR076C,YKL173W,YKR001C,YKR014C,YKR055W,YKR084C,YLL001W,YLR069C,YLR229C,YLR243W,YLR262C,YLR289W,YLR293C,YLR314C,YML001W,YML064C,YML121W,YMR023C,YMR097C,YMR138W,YMR173W,YNL090W,YNL093W,YNL098C,YNL163C,YNL180C,YNL304W,YNR053C,YOL023W,YOR076C,YOR089C,YOR094W,YOR101W,YOR133W,YOR165W,YOR185C,YOR187W,YOR211C,YOR262W,YPL051W,YPL093W,YPL217C,YPL218W,YPR080W,YPR088C,YPR165W"
"GO:0003925"	"3"	"G protein activity"	"G蛋白活性"	"A molecular function regulator that cycles between active GTP-bound and inactive GDP-bound states. In its active state, binds to a variety of effector proteins to regulate cellular processes. Intrinsic GTPase activity returns the G protein to its GDP-bound state. The return to the GDP-bound state can be accelerated by the action of a GTPase-activating protein (GAP)."	"YGR152C,YNL098C,YOR101W"
"GO:0003934"	"1"	"GTP cyclohydrolase I activity"	"GTP环水解酶I活性"	"Catalysis of the reaction: GTP + H2O = formate + 7,8-dihydroneopterin 3'-triphosphate."	"YGR267C"
"GO:0003935"	"1"	"GTP cyclohydrolase II activity"	"GTP环水解酶II活性"	"Catalysis of the reaction: GTP + 3 H(2)O = 2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine + diphosphate + formate + 3 H(+)."	"YBL033C"
"GO:0003937"	"2"	"IMP cyclohydrolase activity"	"环水解酶活性"	"Catalysis of the reaction: IMP + H2O = 5-formamido-1-(5-phosphoribosyl)imidazole-4-carboxamide."	"YLR028C,YMR120C"
"GO:0003938"	"3"	"IMP dehydrogenase activity"	"IMP脱氢酶活性"	"Catalysis of the reaction: inosine 5'-phosphate + NAD+ + H2O = xanthosine 5'-phosphate + NADH + H+."	"YHR216W,YLR432W,YML056C"
"GO:0003939"	"3"	"L-iditol 2-dehydrogenase activity"	"L-碘醇2-脱氢酶活性"	"Catalysis of the reaction: L-iditol + NAD+ = L-sorbose + NADH + H+."	"YDL246C,YJR159W,YLR070C"
"GO:0003941"	"3"	"L-serine ammonia-lyase activity"	"L-丝氨酸解氨酶活性"	"Catalysis of the reaction: L-serine = pyruvate + NH3."	"YCL064C,YER086W,YKL218C"
"GO:0003942"	"1"	"N-acetyl-gamma-glutamyl-phosphate reductase activity"	"N-乙酰-γ-谷氨酰磷酸还原酶活性"	"Catalysis of the reaction: N-acetyl-L-glutamate 5-semialdehyde + NADP+ + phosphate = N-acetyl-5-glutamyl phosphate + NADPH + H+."	"YER069W"
"GO:0003949"	"1"	"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity"	"1-（5-磷酸核糖基）-5-[（5-磷酸核糖基氨基）亚甲基氨基]咪唑-4-甲酰胺异构酶活性"	"Catalysis of the reaction: 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide = 5-[(5-phospho-1-deoxy-D-ribulos-1-ylimino)methylamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide."	"YIL020C"
"GO:0003951"	"3"	"NAD+ kinase activity"	"NAD+激酶活性"	"Catalysis of the reaction: ATP + NAD(+) = ADP + 2 H(+) + NADP(+)."	"YEL041W,YJR049C,YPL188W"
"GO:0003952"	"1"	"NAD+ synthase (glutamine-hydrolyzing) activity"	"NAD+合酶（谷氨酰胺水解）活性"	"Catalysis of the reaction: ATP + deamido-NAD+ + L-glutamine + H2O = AMP + diphosphate + NAD+ + L-glutamate."	"YHR074W"
"GO:0003954"	"3"	"NADH dehydrogenase activity"	"NADH脱氢酶活性"	"Catalysis of the reaction: NADH + H+ + acceptor = NAD+ + reduced acceptor."	"YDL085W,YML120C,YMR145C"
"GO:0003955"	"3"	"NAD(P)H dehydrogenase (quinone) activity"	"NAD（P）H脱氢酶（醌）活性"	"Catalysis of the reaction: NAD(P)H + H+ + a quinone = NAD(P)+ + a hydroquinone."	"YCR004C,YDR032C,YLR011W"
"GO:0003958"	"2"	"NADPH-hemoprotein reductase activity"	"NADPH血蛋白还原酶活性"	"Catalysis of the reaction: NADPH + H+ + n oxidized hemoprotein = NADP+ + n reduced hemoprotein."	"YHR042W,YPR048W"
"GO:0003959"	"3"	"NADPH dehydrogenase activity"	"NADPH脱氢酶活性"	"Catalysis of the reaction: NADPH + H+ + acceptor = NADP+ + reduced acceptor."	"YDR402C,YHR179W,YPL171C"
"GO:0003960"	"1"	"NADPH:quinone reductase activity"	"NADPH：醌还原酶活性"	"Catalysis of the reaction: NADPH + H+ + quinone = NADP+ + semiquinone."	"YBR046C"
"GO:0003961"	"2"	"O-acetylhomoserine aminocarboxypropyltransferase activity"	"O-乙酰高丝氨酸氨基羧丙基转移酶活性"	"Catalysis of the reaction: O-acetyl-L-homoserine + methanethiol = L-methionine + acetate. Also reacts with other thiols and H2S, producing homocysteine or thioethers."	"YLL058W,YLR303W"
"GO:0003962"	"3"	"cystathionine gamma-synthase activity"	"胱硫醚γ合酶活性"	"Catalysis of the reaction: O-succinyl-L-homoserine + L-cysteine = cystathionine + succinate."	"YJR130C,YLL058W,YML082W"
"GO:0003964"	"3"	"RNA-directed DNA polymerase activity"	"RNA导向的DNA聚合酶活性"	"Catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1). Catalyzes RNA-template-directed extension of the 3'- end of a DNA strand by one deoxynucleotide at a time."	"Q0050,Q0055,YLR318W"
"GO:0003968"	"11"	"RNA-directed 5'-3' RNA polymerase activity"	"RNA导向的5'-3'RNA聚合酶活性"	"Catalysis of the reaction: nucleoside triphosphate + RNA(n) = diphosphate + RNA(n+1); uses an RNA template, i.e. the catalysis of RNA-template-directed extension of the 3'-end of an RNA strand by one nucleotide at a time."	"YBR154C,YDL140C,YDR404C,YGL070C,YHR143W-A,YJL140W,YOL005C,YOR151C,YOR210W,YOR224C,YPR187W"
"GO:0003972"	"1"	"RNA ligase (ATP) activity"	"RNA连接酶（ATP）活性"	"Catalysis of the reaction: ATP + ribonucleotide(n) + ribonucleotide(m) = AMP + diphosphate + ribonucleotide(n+m)."	"YJL087C"
"GO:0003975"	"1"	"UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity"	"UDP-N-乙酰氨基葡萄糖-磷酸二氢二甲酰葡萄糖-N-乙酰氨基葡萄糖磷酸转移酶活性"	"Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + dolichyl phosphate = UMP + N-acetyl-D-glucosaminyl-diphosphodolichol."	"YBR243C"
"GO:0003977"	"1"	"UDP-N-acetylglucosamine diphosphorylase activity"	"UDP-N-乙酰氨基葡萄糖二磷酸化酶活性"	"Catalysis of the reaction: N-acetyl-alpha-D-glucosamine 1-phosphate + UTP = diphosphate + UDP-N-acetyl-alpha-D-glucosamine."	"YDL103C"
"GO:0003978"	"1"	"UDP-glucose 4-epimerase activity"	"UDP葡萄糖4-差向异构酶活性"	"Catalysis of the reaction: UDP-glucose = UDP-galactose."	"YBR019C"
"GO:0003980"	"1"	"UDP-glucose:glycoprotein glucosyltransferase activity"	"UDP葡萄糖：糖蛋白葡萄糖基转移酶活性"	"Catalysis of the addition of UDP-glucose on to asparagine-linked (N-linked) oligosaccharides of the form Man7-9GlcNAc2 on incorrectly folded glycoproteins."	"YOR336W"
"GO:0003983"	"2"	"UTP:glucose-1-phosphate uridylyltransferase activity"	"UTP：葡萄糖-1-磷酸尿苷酸转移酶活性"	"Catalysis of the reaction: alpha-D-glucose 1-phosphate + UTP = diphosphate + UDP-D-glucose."	"YHL012W,YKL035W"
"GO:0003984"	"2"	"acetolactate synthase activity"	"乙酰乳酸合酶活性"	"Catalysis of the reaction: 2 pyruvate = 2-acetolactate + CO2."	"YCL009C,YMR108W"
"GO:0003985"	"1"	"acetyl-CoA C-acetyltransferase activity"	"乙酰辅酶A C-乙酰转移酶活性"	"Catalysis of the reaction: 2 acetyl-CoA = CoA + acetoacetyl-CoA."	"YPL028W"
"GO:0003986"	"2"	"acetyl-CoA hydrolase activity"	"乙酰辅酶A水解酶活性"	"Catalysis of the reaction: acetyl-CoA + H(2)O = acetate + CoA + H(+)."	"YBL015W,YGR015C"
"GO:0003987"	"2"	"acetate-CoA ligase activity"	"乙酸辅酶A连接酶活性"	"Catalysis of the reaction: ATP + acetate + CoA = AMP + diphosphate + acetyl-CoA."	"YAL054C,YLR153C"
"GO:0003988"	"1"	"acetyl-CoA C-acyltransferase activity"	"乙酰辅酶A C-酰基转移酶活性"	"Catalysis of the reaction: acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA."	"YIL160C"
"GO:0003989"	"2"	"acetyl-CoA carboxylase activity"	"乙酰辅酶A羧化酶活性"	"Catalysis of the reaction: ATP + acetyl-CoA + HCO3- = ADP + phosphate + malonyl-CoA."	"YMR207C,YNR016C"
"GO:0003991"	"1"	"acetylglutamate kinase activity"	"乙酰谷氨酸激酶活性"	"Catalysis of the reaction: ATP + N-acetyl-L-glutamate = ADP + N-acetyl-L-glutamate-5-phosphate."	"YER069W"
"GO:0003992"	"1"	"N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity"	"N2-乙酰-L-鸟氨酸：2-氧戊二酸5-氨基转移酶活性"	"Catalysis of the reaction: 2-oxoglutarate + N(2)-acetyl-L-ornithine = N-acetyl-L-glutamate 5-semialdehyde + L-glutamate."	"YOL140W"
"GO:0003993"	"8"	"acid phosphatase activity"	"酸性磷酸酶活性"	"Catalysis of the reaction: an orthophosphoric monoester + H2O = an alcohol + phosphate, with an acid pH optimum."	"YAR071W,YBR092C,YBR093C,YDL024C,YDR051C,YER134C,YHR215W,YPR073C"
"GO:0003994"	"2"	"aconitate hydratase activity"	"乌头酸水合酶活性"	"Catalysis of the reaction: citrate = isocitrate. The reaction occurs in two steps: (1) citrate = cis-aconitate + H2O, (2) cis-aconitate + H2O = isocitrate. This reaction is the interconversion of citrate and isocitrate via the labile, enzyme-bound intermediate cis-aconitate. Water is removed from one part of the citrate molecule and added back to a different atom to form isocitrate."	"YJL200C,YLR304C"
"GO:0003997"	"1"	"acyl-CoA oxidase activity"	"酰基辅酶A氧化酶活性"	"Catalysis of the reaction: acyl-CoA + O2 = trans-2,3-dehydroacyl-CoA + hydrogen peroxide."	"YGL205W"
"GO:0003999"	"2"	"adenine phosphoribosyltransferase activity"	"腺嘌呤磷酸核糖转移酶活性"	"Catalysis of the reaction: AMP + diphosphate = adenine + 5-phospho-alpha-D-ribose 1-diphosphate."	"YDR441C,YML022W"
"GO:0004001"	"1"	"adenosine kinase activity"	"腺苷激酶活性"	"Catalysis of the reaction: ATP + adenosine = ADP + AMP."	"YJR105W"
"GO:0004013"	"1"	"adenosylhomocysteinase activity"	"腺苷高胱氨酸酶活性"	"Catalysis of the reaction: S-adenosyl-L-homocysteine + H2O = adenosine + L-homocysteine."	"YER043C"
"GO:0004014"	"1"	"adenosylmethionine decarboxylase activity"	"腺苷甲硫氨酸脱羧酶活性"	"Catalysis of the reaction: S-adenosyl-L-methionine + H(+) = S-adenosylmethioninamine + CO(2)."	"YOL052C"
"GO:0004015"	"1"	"adenosylmethionine-8-amino-7-oxononanoate transaminase activity"	"腺苷甲硫氨酸-8-氨基-7-氧酮酸转氨酶活性"	"Catalysis of the reaction: 8-amino-7-oxononanoate + S-adenosyl-L-methionine(1+) = 7,8-diaminononanoate + S-adenosyl-4-methylthio-2-oxobutanoate."	"YNR058W"
"GO:0004016"	"1"	"adenylate cyclase activity"	"腺苷酸环化酶活性"	"Catalysis of the reaction: ATP = 3',5'-cyclic AMP + diphosphate."	"YJL005W"
"GO:0004017"	"6"	"adenylate kinase activity"	"腺苷酸激酶活性"	"Catalysis of the reaction: ATP + AMP = 2 ADP."	"YDL166C,YDR226W,YER170W,YKL024C,YMR224C,YNL250W"
"GO:0004018"	"1"	"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity"	"N6-（1,2-二羧乙基）AMP裂解酶（富马酸形成）活性"	"Catalysis of the reaction: N6-(1,2-dicarboxyethyl)AMP = fumarate + AMP."	"YLR359W"
"GO:0004019"	"1"	"adenylosuccinate synthase activity"	"腺苷酸琥珀酸合酶活性"	"Catalysis of the reaction: L-aspartate + GTP + IMP = N(6)-(1,2-dicarboxyethyl)-AMP + GDP + 3 H(+) + phosphate."	"YNL220W"
"GO:0004020"	"1"	"adenylylsulfate kinase activity"	"腺苷酸硫酸激酶活性"	"Catalysis of the reaction: ATP + adenylylsulfate = ADP + 3'-phosphoadenosine 5'-phosphosulfate."	"YKL001C"
"GO:0004021"	"2"	"L-alanine:2-oxoglutarate aminotransferase activity"	"L-丙氨酸：2-酮戊二酸转氨酶活性"	"Catalysis of the reaction: 2-oxoglutarate + L-alanine = L-glutamate + pyruvate."	"YDR111C,YLR089C"
"GO:0004022"	"7"	"alcohol dehydrogenase (NAD+) activity"	"乙醇脱氢酶（NAD+）活性"	"Catalysis of the reaction: an alcohol + NAD+ = an aldehyde or ketone + NADH + H+."	"YBR145W,YDL168W,YGL256W,YKL071W,YMR083W,YMR303C,YOL086C"
"GO:0004024"	"1"	"alcohol dehydrogenase activity, zinc-dependent"	"乙醇脱氢酶活性，锌依赖性"	"Catalysis of the reaction: an alcohol + NAD+ = an aldehyde or ketone + NADH + H+, requiring the presence of zinc."	"YDL168W"
"GO:0004026"	"4"	"alcohol O-acetyltransferase activity"	"乙醇O-乙酰转移酶活性"	"Catalysis of the reaction: acetyl-CoA + an alcohol = CoA + an acetyl ester."	"YBR177C,YGR177C,YOR377W,YPL095C"
"GO:0004029"	"11"	"aldehyde dehydrogenase (NAD+) activity"	"乙醛脱氢酶（NAD+）活性"	"Catalysis of the reaction: an aldehyde + NAD+ + H2O = an acid + NADH + H+."	"YER073W,YGL039W,YHR039C,YKL107W,YLL056C,YMR110C,YMR169C,YMR170C,YNL134C,YOR374W,YPL061W"
"GO:0004030"	"3"	"aldehyde dehydrogenase [NAD(P)+] activity"	"乙醛脱氢酶[NAD（P）+]活性"	"Catalysis of the reaction: an aldehyde + NAD(P)+ + H2O = an acid + NAD(P)H + H+."	"YER073W,YOR374W,YPL061W"
"GO:0004032"	"6"	"alditol:NADP+ 1-oxidoreductase activity"	"醛糖醇：NADP+1-氧化还原酶活性"	"Catalysis of the reaction: an alditol + NADP+ = an aldose + NADPH + H+."	"YBR149W,YDL124W,YDR368W,YHR104W,YJR096W,YOR120W"
"GO:0004033"	"4"	"aldo-keto reductase (NADP) activity"	"醛酮还原酶（NADP）活性"	"Catalysis of the reaction: an alcohol + NADP+ = an aldehyde or a ketone + NADPH + H+."	"YDL124W,YJR096W,YOR120W,YPR127W"
"GO:0004034"	"3"	"aldose 1-epimerase activity"	"醛糖1-差异构酶活性"	"Catalysis of the reaction: alpha-D-glucose = beta-D-glucose. Also acts on L-arabinose, D-xylose, D-galactose, maltose and lactose."	"YBR019C,YHR210C,YNR071C"
"GO:0004035"	"2"	"alkaline phosphatase activity"	"碱性磷酸酶活性"	"Catalysis of the reaction: an orthophosphoric monoester + H2O = an alcohol + phosphate, with an alkaline pH optimum."	"YDL236W,YDR481C"
"GO:0004037"	"1"	"allantoicase activity"	"尿囊酶活性"	"Catalysis of the reaction: allantoate + H(2)O = (S)-ureidoglycolate + urea."	"YIR029W"
"GO:0004038"	"1"	"allantoinase activity"	"尿囊素酶活性"	"Catalysis of the reaction: allantoin + H2O = allantoate."	"YIR027C"
"GO:0004039"	"1"	"allophanate hydrolase activity"	"阿洛芬酸水解酶活性"	"Catalysis of the reaction: H(2)O + 3 H(+) + urea-1-carboxylate = 2 CO(2) + 2 NH(4)(+)."	"YBR208C"
"GO:0004040"	"1"	"amidase activity"	"酰胺酶活性"	"Catalysis of the reaction: a monocarboxylic acid amide + H2O = a monocarboxylate + NH3."	"YDR242W"
"GO:0004042"	"2"	"acetyl-CoA:L-glutamate N-acetyltransferase activity"	"乙酰辅酶A:L-谷氨酸N-乙酰转移酶活性"	"Catalysis of the reaction: L-glutamate + acetyl-CoA = N-acetyl-L-glutamate + CoA + H(+)."	"YJL071W,YMR062C"
"GO:0004043"	"1"	"L-aminoadipate-semialdehyde dehydrogenase activity"	"L-氨基己二酸半醛脱氢酶活性"	"Catalysis of the reaction: L-2-aminoadipate 6-semialdehyde + NADP+ + H2O = L-2-aminoadipate + NADPH + H+."	"YBR115C"
"GO:0004044"	"2"	"amidophosphoribosyltransferase activity"	"酰胺磷酸核糖转移酶活性"	"Catalysis of the reaction: 5-phospho-beta-D-ribosylamine + L-glutamate + diphosphate = 5-phospho-alpha-D-ribose 1-diphosphate + L-glutamine + H(2)O."	"YMR300C,YNL191W"
"GO:0004045"	"5"	"aminoacyl-tRNA hydrolase activity"	"氨酰tRNA水解酶活性"	"Catalysis of the reaction: N-substituted aminoacyl-tRNA + H2O = N-substituted amino acid + tRNA."	"YBL057C,YDR049W,YHR189W,YLR281C,YOL114C"
"GO:0004047"	"1"	"aminomethyltransferase activity"	"氨基甲基转移酶活性"	"Catalysis of the reaction: (6S)-tetrahydrofolate + S-aminomethyldihydrolipoylprotein = (6R)-5,10-methylenetetrahydrofolate + NH3 + dihydrolipoylprotein."	"YDR019C"
"GO:0004048"	"1"	"anthranilate phosphoribosyltransferase activity"	"邻氨基苯甲酸磷酸核糖转移酶活性"	"Catalysis of the reaction: N-(5-phospho-beta-D-ribosyl)anthranilate + diphosphate = 5-phospho-alpha-D-ribose 1-diphosphate + anthranilate."	"YDR354W"
"GO:0004049"	"2"	"anthranilate synthase activity"	"邻氨基苯甲酸合酶活性"	"Catalysis of the reaction: chorismate + L-glutamine = anthranilate + pyruvate + L-glutamate."	"YER090W,YKL211C"
"GO:0004053"	"1"	"arginase activity"	"精氨酸酶活性"	"Catalysis of the reaction: L-arginine + H2O = L-ornithine + urea."	"YPL111W"
"GO:0004055"	"1"	"argininosuccinate synthase activity"	"精氨琥珀酸合酶活性"	"Catalysis of the reaction: ATP + L-citrulline + L-aspartate = AMP + diphosphate + (N(omega)-L-arginino)succinate."	"YOL058W"
"GO:0004056"	"1"	"argininosuccinate lyase activity"	"精氨琥珀酸裂解酶活性"	"Catalysis of the reaction: N-(L-arginino)succinate = fumarate + L-arginine."	"YHR018C"
"GO:0004057"	"1"	"arginyltransferase activity"	"精氨酰转移酶活性"	"Catalysis of the reaction: L-arginyl-tRNA + protein = tRNA + L-arginyl-protein."	"YGL017W"
"GO:0004059"	"1"	"aralkylamine N-acetyltransferase activity"	"芳胺N-乙酰转移酶活性"	"Catalysis of the reaction: acetyl-CoA + an aralkylamine = CoA + an N-acetylaralkylamine."	"YDR071C"
"GO:0004061"	"1"	"arylformamidase activity"	"芳基甲酰胺酶活性"	"Catalysis of the reaction: N-formyl-L-kynurenine + H2O = formate + L-kynurenine."	"YDR428C"
"GO:0004066"	"3"	"asparagine synthase (glutamine-hydrolyzing) activity"	"天冬酰胺合酶（谷氨酰胺水解）活性"	"Catalysis of the reaction: ATP + L-aspartate + L-glutamine = AMP + diphosphate + L-asparagine + L-glutamate."	"YGR124W,YML096W,YPR145W"
"GO:0004067"	"5"	"asparaginase activity"	"天冬酰胺酶活性"	"Catalysis of the reaction: L-asparagine + H2O = L-aspartate + NH3."	"YDR321W,YLR155C,YLR157C,YLR158C,YLR160C"
"GO:0004069"	"2"	"L-aspartate:2-oxoglutarate aminotransferase activity"	"L-天冬氨酸：2-酮戊二酸转氨酶活性"	"Catalysis of the reaction: L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate."	"YKL106W,YLR027C"
"GO:0004070"	"2"	"aspartate carbamoyltransferase activity"	"天冬氨酸氨甲酰转移酶活性"	"Catalysis of the reaction: L-aspartate + carbamoyl phosphate = N-carbamoyl-L-aspartate + H(+) + phosphate."	"YJL130C,YJR109C"
"GO:0004072"	"2"	"aspartate kinase activity"	"天冬氨酸激酶活性"	"Catalysis of the reaction: L-aspartate + ATP = 4-phospho-L-aspartate + ADP + H(+)."	"YER052C,YJR139C"
"GO:0004073"	"1"	"aspartate-semialdehyde dehydrogenase activity"	"天冬氨酸半醛脱氢酶活性"	"Catalysis of the reaction: L-aspartate 4-semialdehyde + NADP(+) + phosphate = 4-phospho-L-aspartate + H(+) + NADPH."	"YDR158W"
"GO:0004075"	"2"	"biotin carboxylase activity"	"生物素羧化酶"	"Catalysis of the reaction: ATP + biotin-carboxyl-carrier protein + CO2 = ADP + phosphate + carboxybiotin-carboxyl-carrier protein."	"YMR207C,YNR016C"
"GO:0004076"	"1"	"biotin synthase activity"	"生物素合酶活性"	"Catalysis of the reaction: 2 S-adenosyl-L-methionine + dethiobiotin + S(2-) = 2 5'-deoxyadenosine + 2 L-methionine + biotin + H(+)."	"YGR286C"
"GO:0004077"	"1"	"biotin-[acetyl-CoA-carboxylase] ligase activity"	"生物素-[乙酰辅酶A羧化酶]连接酶活性"	"Catalysis of the reaction: ATP + biotin + apo-(acetyl-CoA:carbon-dioxide ligase (ADP forming)) = AMP + diphosphate + (acetyl-CoA:carbon-dioxide ligase (ADP forming))."	"YDL141W"
"GO:0004084"	"2"	"branched-chain-amino-acid transaminase activity"	"支链氨基酸转氨酶活性"	"Catalysis of the reaction: a branched-chain amino acid + 2-oxoglutarate = L-glutamate + a 2-oxocarboxylate derived from the branched-chain amino acid."	"YHR208W,YJR148W"
"GO:0004088"	"3"	"carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity"	"氨甲酰磷酸合成酶（谷氨酰胺水解）活性"	"Catalysis of the reaction: 2 ATP + L-glutamine + CO2 + H2O = 2 ADP + phosphate + glutamate + carbamoyl phosphate."	"YJL130C,YJR109C,YOR303W"
"GO:0004089"	"1"	"carbonate dehydratase activity"	"碳酸盐脱水酶活性"	"Catalysis of the reaction: H2CO3 = CO2 + H2O."	"YNL036W"
"GO:0004090"	"4"	"carbonyl reductase (NADPH) activity"	"羰基还原酶（NADPH）活性"	"Catalysis of the reaction: R-CHOH-R' + NADP+ = R-CO-R' + NADPH + H+."	"YDR368W,YGL039W,YGL157W,YMR226C"
"GO:0004092"	"3"	"carnitine O-acetyltransferase activity"	"肉碱O-乙酰转移酶活性"	"Catalysis of the reaction: acetyl-CoA + carnitine = (R)-O-acetylcarnitine + CoA."	"YAR035W,YER024W,YML042W"
"GO:0004095"	"1"	"carnitine O-palmitoyltransferase activity"	"肉碱O-棕榈酰转移酶活性"	"Catalysis of the reaction: palmitoyl-CoA + L-carnitine = CoA + L-palmitoylcarnitine."	"YAR035W"
